language,query,medicine,intent
kn,Diclofenac ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Diclofenac,side_effects
kn,Diclofenac ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Diclofenac,contraindications
kn,Diclofenac ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Diclofenac,contraindications
kn,ಯಾರು Diclofenac ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Diclofenac,contraindications
kn,Diclofenac ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Diclofenac,warnings
kn,Diclofenac ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Diclofenac,warnings
kn,Diclofenac ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Diclofenac,warnings
kn,Diclofenac ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Diclofenac,interactions
kn,Diclofenac ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Diclofenac,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Diclofenac ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Diclofenac,interactions
kn,Diclofenac ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Diclofenac,dosage
kn,Diclofenac ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Diclofenac,dosage
kn,Diclofenac ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Diclofenac,dosage
kn,Naproxen ಎಂದರೇನು?,Naproxen,medicine_info
kn,Naproxen ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Naproxen,medicine_info
kn,Naproxen ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Naproxen,medicine_info
kn,Naproxen ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Naproxen,uses
kn,Naproxen ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Naproxen,uses
kn,Naproxen ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Naproxen,uses
kn,Naproxen ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Naproxen,side_effects
kn,Naproxen ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Naproxen,side_effects
kn,Naproxen ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Naproxen,side_effects
kn,Naproxen ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Naproxen,contraindications
kn,Naproxen ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Naproxen,contraindications
kn,ಯಾರು Naproxen ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Naproxen,contraindications
kn,Naproxen ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Naproxen,warnings
kn,Naproxen ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Naproxen,warnings
kn,Naproxen ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Naproxen,warnings
kn,Naproxen ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Naproxen,interactions
kn,Naproxen ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Naproxen,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Naproxen ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Naproxen,interactions
kn,Naproxen ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Naproxen,dosage
kn,Naproxen ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Naproxen,dosage
kn,Naproxen ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Naproxen,dosage
kn,Methotrexate ಎಂದರೇನು?,Methotrexate,medicine_info
kn,Methotrexate ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Methotrexate,medicine_info
kn,Methotrexate ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Methotrexate,medicine_info
kn,Methotrexate ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Methotrexate,uses
kn,Methotrexate ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Methotrexate,uses
kn,Methotrexate ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Methotrexate,uses
kn,Methotrexate ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Methotrexate,side_effects
kn,Methotrexate ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Methotrexate,side_effects
kn,Methotrexate ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Methotrexate,side_effects
kn,Methotrexate ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Methotrexate,contraindications
kn,Methotrexate ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Methotrexate,contraindications
kn,ಯಾರು Methotrexate ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Methotrexate,contraindications
kn,Methotrexate ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Methotrexate,warnings
kn,Methotrexate ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Methotrexate,warnings
kn,Methotrexate ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Methotrexate,warnings
kn,Methotrexate ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Methotrexate,interactions
kn,Methotrexate ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Methotrexate,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Methotrexate ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Methotrexate,interactions
kn,Methotrexate ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Methotrexate,dosage
kn,Methotrexate ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Methotrexate,dosage
kn,Methotrexate ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Methotrexate,dosage
kn,Hydroxychloroquine ಎಂದರೇನು?,Hydroxychloroquine,medicine_info
kn,Hydroxychloroquine ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Hydroxychloroquine,medicine_info
kn,Hydroxychloroquine ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Hydroxychloroquine,medicine_info
kn,Hydroxychloroquine ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Hydroxychloroquine,uses
kn,Hydroxychloroquine ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Hydroxychloroquine,uses
kn,Hydroxychloroquine ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Hydroxychloroquine,uses
kn,Hydroxychloroquine ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Hydroxychloroquine,side_effects
kn,Hydroxychloroquine ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Hydroxychloroquine,side_effects
kn,Hydroxychloroquine ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Hydroxychloroquine,side_effects
kn,Hydroxychloroquine ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Hydroxychloroquine,contraindications
kn,Hydroxychloroquine ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Hydroxychloroquine,contraindications
kn,ಯಾರು Hydroxychloroquine ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Hydroxychloroquine,contraindications
kn,Hydroxychloroquine ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Hydroxychloroquine,warnings
kn,Hydroxychloroquine ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Hydroxychloroquine,warnings
kn,Hydroxychloroquine ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Hydroxychloroquine,warnings
kn,Hydroxychloroquine ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Hydroxychloroquine,interactions
kn,Hydroxychloroquine ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Hydroxychloroquine,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Hydroxychloroquine ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Hydroxychloroquine,interactions
kn,Hydroxychloroquine ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Hydroxychloroquine,dosage
kn,Hydroxychloroquine ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Hydroxychloroquine,dosage
kn,Hydroxychloroquine ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Hydroxychloroquine,dosage
kn,Celecoxib ಎಂದರೇನು?,Celecoxib,medicine_info
kn,Celecoxib ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Celecoxib,medicine_info
kn,Celecoxib ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Celecoxib,medicine_info
kn,Celecoxib ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Celecoxib,uses
kn,Celecoxib ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Celecoxib,uses
kn,Celecoxib ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Celecoxib,uses
kn,Celecoxib ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Celecoxib,side_effects
kn,Celecoxib ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Celecoxib,side_effects
kn,Celecoxib ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Celecoxib,side_effects
kn,Celecoxib ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Celecoxib,contraindications
kn,Celecoxib ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Celecoxib,contraindications
kn,ಯಾರು Celecoxib ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Celecoxib,contraindications
kn,Celecoxib ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Celecoxib,warnings
kn,Celecoxib ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Celecoxib,warnings
kn,Celecoxib ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Celecoxib,warnings
kn,Celecoxib ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Celecoxib,interactions
kn,Celecoxib ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Celecoxib,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Celecoxib ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Celecoxib,interactions
kn,Celecoxib ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Celecoxib,dosage
kn,Celecoxib ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Celecoxib,dosage
kn,Celecoxib ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Celecoxib,dosage
kn,Sulfasalazine ಎಂದರೇನು?,Sulfasalazine,medicine_info
kn,Sulfasalazine ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Sulfasalazine,medicine_info
kn,Sulfasalazine ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Sulfasalazine,medicine_info
kn,Sulfasalazine ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Sulfasalazine,uses
kn,Sulfasalazine ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Sulfasalazine,uses
kn,Sulfasalazine ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Sulfasalazine,uses
kn,Sulfasalazine ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Sulfasalazine,side_effects
kn,Sulfasalazine ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Sulfasalazine,side_effects
kn,Sulfasalazine ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Sulfasalazine,side_effects
kn,Sulfasalazine ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Sulfasalazine,contraindications
kn,Sulfasalazine ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Sulfasalazine,contraindications
kn,ಯಾರು Sulfasalazine ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Sulfasalazine,contraindications
kn,Sulfasalazine ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Sulfasalazine,warnings
kn,Sulfasalazine ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Sulfasalazine,warnings
kn,Sulfasalazine ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Sulfasalazine,warnings
kn,Sulfasalazine ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Sulfasalazine,interactions
kn,Sulfasalazine ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Sulfasalazine,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Sulfasalazine ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Sulfasalazine,interactions
kn,Sulfasalazine ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Sulfasalazine,dosage
kn,Sulfasalazine ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Sulfasalazine,dosage
kn,Sulfasalazine ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Sulfasalazine,dosage
kn,Prednisolone ಎಂದರೇನು?,Prednisolone,medicine_info
kn,Prednisolone ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Prednisolone,medicine_info
kn,Prednisolone ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Prednisolone,medicine_info
kn,Prednisolone ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Prednisolone,uses
kn,Prednisolone ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Prednisolone,uses
kn,Prednisolone ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Prednisolone,uses
kn,Prednisolone ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Prednisolone,side_effects
kn,Prednisolone ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Prednisolone,side_effects
kn,Prednisolone ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Prednisolone,side_effects
kn,Prednisolone ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Prednisolone,contraindications
kn,Prednisolone ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Prednisolone,contraindications
kn,ಯಾರು Prednisolone ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Prednisolone,contraindications
kn,Prednisolone ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Prednisolone,warnings
kn,Prednisolone ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Prednisolone,warnings
kn,Prednisolone ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Prednisolone,warnings
kn,Prednisolone ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Prednisolone,interactions
kn,Prednisolone ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Prednisolone,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Prednisolone ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Prednisolone,interactions
kn,Prednisolone ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Prednisolone,dosage
kn,Prednisolone ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Prednisolone,dosage
kn,Prednisolone ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Prednisolone,dosage
kn,Leflunomide ಎಂದರೇನು?,Leflunomide,medicine_info
kn,Leflunomide ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Leflunomide,medicine_info
kn,Leflunomide ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Leflunomide,medicine_info
kn,Leflunomide ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Leflunomide,uses
kn,Leflunomide ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Leflunomide,uses
kn,Leflunomide ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Leflunomide,uses
kn,Leflunomide ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Leflunomide,side_effects
kn,Leflunomide ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Leflunomide,side_effects
kn,Leflunomide ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Leflunomide,side_effects
kn,Leflunomide ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Leflunomide,contraindications
kn,Leflunomide ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Leflunomide,contraindications
kn,ಯಾರು Leflunomide ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Leflunomide,contraindications
kn,Leflunomide ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Leflunomide,warnings
kn,Leflunomide ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Leflunomide,warnings
kn,Leflunomide ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Leflunomide,warnings
kn,Leflunomide ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Leflunomide,interactions
kn,Leflunomide ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Leflunomide,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Leflunomide ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Leflunomide,interactions
kn,Leflunomide ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Leflunomide,dosage
kn,Leflunomide ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Leflunomide,dosage
kn,Leflunomide ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Leflunomide,dosage
kn,Colchicine ಎಂದರೇನು?,Colchicine,medicine_info
kn,Colchicine ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Colchicine,medicine_info
kn,Colchicine ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Colchicine,medicine_info
kn,Colchicine ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Colchicine,uses
kn,Colchicine ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Colchicine,uses
kn,Colchicine ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Colchicine,uses
kn,Colchicine ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Colchicine,side_effects
kn,Colchicine ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Colchicine,side_effects
kn,Colchicine ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Colchicine,side_effects
kn,Colchicine ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Colchicine,contraindications
kn,Colchicine ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Colchicine,contraindications
kn,ಯಾರು Colchicine ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Colchicine,contraindications
kn,Colchicine ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Colchicine,warnings
kn,Colchicine ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Colchicine,warnings
kn,Colchicine ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Colchicine,warnings
kn,Colchicine ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Colchicine,interactions
kn,Colchicine ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Colchicine,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Colchicine ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Colchicine,interactions
kn,Colchicine ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Colchicine,dosage
kn,Colchicine ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Colchicine,dosage
kn,Colchicine ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Colchicine,dosage
tulu,Metformin ದೆಂದ್?,Metformin,medicine_info
tulu,Metformin ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Metformin,medicine_info
tulu,Metformin ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Metformin,medicine_info
tulu,Metformin ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Metformin,uses
tulu,Metformin ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Metformin,uses
tulu,Metformin ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Metformin,uses
tulu,Metformin ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Metformin,side_effects
tulu,Metformin ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Metformin,side_effects
tulu,Metformin ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Metformin,side_effects
tulu,Metformin ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Metformin,contraindications
tulu,Metformin ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Metformin,contraindications
