language,query,medicine,intent
kn,Glimepiride ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Glimepiride,dosage
kn,ಯಾವ ಔಷಧಿಗಳು Telmisartan ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Telmisartan,interactions
en,What do I need to know about Hydrochlorothiazide?,Hydrochlorothiazide,medicine_info
en,Can Prednisolone interact with other drugs?,Prednisolone,interactions
tulu,Amlodipine ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Amlodipine,side_effects
en,What warnings should I know about Vildagliptin?,Vildagliptin,warnings
tulu,Telmisartan ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Telmisartan,uses
kn,Atenolol ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Atenolol,interactions
kn,ಯಾರು Telmisartan ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Telmisartan,contraindications
en,When should Glipizide not be used?,Glipizide,contraindications
kn,Insulin Glargine ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Insulin Glargine,uses
kn,Dapagliflozin ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Dapagliflozin,uses
tulu,ಯಾರೆ Enalapril ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Enalapril,contraindications
kn,Glipizide ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Glipizide,medicine_info
en,Are there any warnings about Losartan?,Losartan,warnings
en,Who should not take Sulfasalazine?,Sulfasalazine,contraindications
kn,Naproxen ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Naproxen,side_effects
en,Tell me about Chlorthalidone.,Chlorthalidone,medicine_info
en,What is Glimepiride used for?,Glimepiride,uses
tulu,Sulfasalazine ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Sulfasalazine,warnings
kn,ಯಾರು Glimepiride ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Glimepiride,contraindications
tulu,Telmisartan ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Telmisartan,side_effects
en,What warnings should I know about Carvedilol?,Carvedilol,warnings
en,Does Naproxen interact with other medicines?,Naproxen,interactions
kn,Metformin ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Metformin,medicine_info
tulu,Chlorthalidone ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Chlorthalidone,interactions
en,When should Leflunomide not be used?,Leflunomide,contraindications
tulu,Sulfasalazine ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Sulfasalazine,uses
tulu,Ibuprofen ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Ibuprofen,interactions
en,What are the side effects of Leflunomide?,Leflunomide,side_effects
tulu,ಯಾರೆ Dapagliflozin ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Dapagliflozin,contraindications
kn,Naproxen ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Naproxen,contraindications
tulu,Methotrexate ದೆಂದ್?,Methotrexate,medicine_info
en,What do I need to know about Celecoxib?,Celecoxib,medicine_info
tulu,Insulin Glargine ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Insulin Glargine,warnings
en,Can Metformin cause any side effects?,Metformin,side_effects
tulu,Pioglitazone ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Pioglitazone,side_effects
kn,Dapagliflozin ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Dapagliflozin,interactions
en,What conditions is Clonidine used for?,Clonidine,uses
tulu,Ramipril ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Ramipril,uses
kn,Sulfasalazine ಎಂದರೇನು?,Sulfasalazine,medicine_info
tulu,Hydrochlorothiazide ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Hydrochlorothiazide,warnings
kn,Chlorthalidone ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Chlorthalidone,side_effects
kn,Acarbose ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Acarbose,interactions
kn,ಯಾರು Pioglitazone ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Pioglitazone,contraindications
tulu,Methotrexate ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Methotrexate,contraindications
en,Who should avoid Sitagliptin?,Sitagliptin,contraindications
tulu,Carvedilol ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Carvedilol,interactions
kn,Empagliflozin ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Empagliflozin,medicine_info
kn,Telmisartan ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Telmisartan,warnings
tulu,Glimepiride ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Glimepiride,side_effects
en,What conditions is Losartan used for?,Losartan,uses
en,Can Hydroxychloroquine interact with other drugs?,Hydroxychloroquine,interactions
en,Who should not take Ramipril?,Ramipril,contraindications
en,What is Atenolol used for?,Atenolol,uses
kn,Prednisolone ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Prednisolone,side_effects
kn,Colchicine ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Colchicine,contraindications
kn,Vildagliptin ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Vildagliptin,uses
kn,Celecoxib ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Celecoxib,uses
en,Who should avoid Naproxen?,Naproxen,contraindications
kn,Empagliflozin ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Empagliflozin,uses
en,What is Metformin?,Metformin,medicine_info
en,What are the side effects of Losartan?,Losartan,side_effects
en,What problems can Glipizide cause?,Glipizide,side_effects
tulu,Telmisartan ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Telmisartan,uses
tulu,Empagliflozin ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Empagliflozin,side_effects
en,How should Leflunomide be taken?,Leflunomide,dosage
en,How should Diclofenac be taken?,Diclofenac,dosage
kn,Ramipril ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Ramipril,uses
kn,Celecoxib ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Celecoxib,medicine_info
kn,Acarbose ಎಂದರೇನು?,Acarbose,medicine_info
en,Who should not take Methotrexate?,Methotrexate,contraindications
kn,Losartan ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Losartan,contraindications
tulu,Prednisolone ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Prednisolone,side_effects
kn,Leflunomide ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Leflunomide,dosage
kn,ಯಾವ ಔಷಧಿಗಳು Glimepiride ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Glimepiride,interactions
tulu,Diclofenac ದೆಂದ್?,Diclofenac,medicine_info
kn,ಯಾರು Prednisolone ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Prednisolone,contraindications
en,What medicines can interact with Methotrexate?,Methotrexate,interactions
en,Why is Insulin Glargine used?,Insulin Glargine,uses
kn,Celecoxib ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Celecoxib,warnings
tulu,Diclofenac ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Diclofenac,warnings
tulu,Amlodipine ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Amlodipine,uses
tulu,Glipizide ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Glipizide,uses
kn,ಯಾವ ಔಷಧಿಗಳು Metformin ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Metformin,interactions
en,Can Sitagliptin cause any side effects?,Sitagliptin,side_effects
en,What problems can Hydroxychloroquine cause?,Hydroxychloroquine,side_effects
tulu,Amlodipine ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Amlodipine,dosage
en,What medicines can interact with Pioglitazone?,Pioglitazone,interactions
tulu,Carvedilol ದೆಂದ್?,Carvedilol,medicine_info
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Sulfasalazine ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Sulfasalazine,interactions
tulu,Sulfasalazine ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Sulfasalazine,medicine_info
tulu,Ibuprofen ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Ibuprofen,uses
en,What conditions is Telmisartan used for?,Telmisartan,uses
tulu,Glipizide ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Glipizide,side_effects
kn,Atenolol ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Atenolol,dosage
en,How do I take Colchicine?,Colchicine,dosage
kn,Clonidine ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Clonidine,uses
en,What is the dosage information for Clonidine?,Clonidine,dosage
tulu,ಯಾರೆ Sitagliptin ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Sitagliptin,contraindications
kn,Carvedilol ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Carvedilol,side_effects
tulu,Vildagliptin ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Vildagliptin,warnings
tulu,Clonidine ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Clonidine,contraindications
en,How do I take Dapagliflozin?,Dapagliflozin,dosage
en,What should I be careful about when taking Telmisartan?,Telmisartan,warnings
kn,Amlodipine ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Amlodipine,side_effects
en,What medicines can interact with Glipizide?,Glipizide,interactions
en,What warnings should I know about Leflunomide?,Leflunomide,warnings
tulu,Naproxen ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Naproxen,interactions
tulu,Insulin Glargine ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Insulin Glargine,side_effects
kn,Colchicine ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Colchicine,interactions
kn,Metformin ಎಂದರೇನು?,Metformin,medicine_info
tulu,ಯಾರೆ Leflunomide ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Leflunomide,contraindications
en,What medicines can interact with Atenolol?,Atenolol,interactions
kn,Acarbose ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Acarbose,contraindications
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Colchicine ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Colchicine,interactions
en,What do I need to know about Glipizide?,Glipizide,medicine_info
kn,ಯಾವ ಔಷಧಿಗಳು Sulfasalazine ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Sulfasalazine,interactions
kn,Sitagliptin ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Sitagliptin,interactions
kn,Amlodipine ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Amlodipine,warnings
kn,Clonidine ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Clonidine,contraindications
kn,Hydrochlorothiazide ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Hydrochlorothiazide,interactions
en,Can Pioglitazone interact with other drugs?,Pioglitazone,interactions
kn,Leflunomide ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Leflunomide,uses
kn,Hydrochlorothiazide ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Hydrochlorothiazide,dosage
kn,Amlodipine ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Amlodipine,interactions
tulu,Prednisolone ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Prednisolone,warnings
kn,Clonidine ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Clonidine,dosage
en,Does Methotrexate interact with other medicines?,Methotrexate,interactions
kn,Glipizide ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Glipizide,uses
tulu,Hydrochlorothiazide ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Hydrochlorothiazide,dosage
tulu,Telmisartan ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Telmisartan,side_effects
tulu,Prednisolone ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Prednisolone,interactions
kn,Colchicine ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Colchicine,uses
kn,Hydroxychloroquine ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Hydroxychloroquine,contraindications
kn,Atenolol ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Atenolol,dosage
tulu,Acarbose ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Acarbose,uses
kn,Amlodipine ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Amlodipine,contraindications
kn,ಯಾವ ಔಷಧಿಗಳು Glipizide ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Glipizide,interactions
tulu,Leflunomide ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Leflunomide,dosage
en,Can Naproxen interact with other drugs?,Naproxen,interactions
kn,Methotrexate ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Methotrexate,dosage
tulu,Hydroxychloroquine ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Hydroxychloroquine,warnings
kn,Losartan ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Losartan,dosage
en,What are the side effects of Sulfasalazine?,Sulfasalazine,side_effects
kn,Dapagliflozin ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Dapagliflozin,uses
kn,ಯಾವ ಔಷಧಿಗಳು Leflunomide ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Leflunomide,interactions
kn,Leflunomide ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Leflunomide,interactions
kn,Glimepiride ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Glimepiride,dosage
en,Can Leflunomide cause any side effects?,Leflunomide,side_effects
tulu,Hydrochlorothiazide ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Hydrochlorothiazide,side_effects
en,How should Sulfasalazine be taken?,Sulfasalazine,dosage
en,Who should avoid Pioglitazone?,Pioglitazone,contraindications
en,Can Celecoxib cause any side effects?,Celecoxib,side_effects
kn,Glimepiride ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Glimepiride,warnings
kn,Vildagliptin ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Vildagliptin,side_effects
kn,Vildagliptin ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Vildagliptin,contraindications
en,Why is Metformin used?,Metformin,uses
tulu,Celecoxib ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Celecoxib,side_effects
kn,Sulfasalazine ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Sulfasalazine,side_effects
tulu,ಯಾರೆ Acarbose ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Acarbose,contraindications
kn,Carvedilol ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Carvedilol,warnings
tulu,Ibuprofen ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Ibuprofen,side_effects
tulu,Celecoxib ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Celecoxib,medicine_info
kn,Amlodipine ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Amlodipine,uses
kn,Celecoxib ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Celecoxib,contraindications
kn,ಯಾವ ಔಷಧಿಗಳು Insulin Glargine ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Insulin Glargine,interactions
tulu,Ibuprofen ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Ibuprofen,side_effects
tulu,Ramipril ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Ramipril,contraindications
kn,Enalapril ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Enalapril,medicine_info
en,How do I take Diclofenac?,Diclofenac,dosage
en,How do I take Carvedilol?,Carvedilol,dosage
kn,Sulfasalazine ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Sulfasalazine,side_effects
en,How should Pioglitazone be taken?,Pioglitazone,dosage
tulu,Chlorthalidone ದೆಂದ್?,Chlorthalidone,medicine_info
kn,Prednisolone ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Prednisolone,uses
en,Who should not take Vildagliptin?,Vildagliptin,contraindications
kn,Ibuprofen ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Ibuprofen,interactions
en,What is Acarbose?,Acarbose,medicine_info
tulu,Methotrexate ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Methotrexate,uses
en,What conditions is Diclofenac used for?,Diclofenac,uses
en,Does Hydroxychloroquine interact with other medicines?,Hydroxychloroquine,interactions
en,How do I take Amlodipine?,Amlodipine,dosage
tulu,Glipizide ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Glipizide,uses
en,Are there any warnings about Hydrochlorothiazide?,Hydrochlorothiazide,warnings
tulu,Telmisartan ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Telmisartan,dosage
kn,Methotrexate ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Methotrexate,dosage
tulu,Celecoxib ದೆಂದ್?,Celecoxib,medicine_info
tulu,Dapagliflozin ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Dapagliflozin,medicine_info
kn,Atenolol ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Atenolol,interactions
kn,Colchicine ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Colchicine,side_effects
kn,Metformin ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Metformin,side_effects
tulu,Dapagliflozin ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Dapagliflozin,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Atenolol ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Atenolol,interactions
en,What is Clonidine used for?,Clonidine,uses
kn,Insulin Glargine ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Insulin Glargine,side_effects
en,What is the dosage information for Chlorthalidone?,Chlorthalidone,dosage
kn,Metformin ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Metformin,warnings
kn,Prednisolone ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Prednisolone,contraindications
en,What is the dosage information for Prednisolone?,Prednisolone,dosage
en,How do I take Acarbose?,Acarbose,dosage
kn,Metformin ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Metformin,uses
tulu,Pioglitazone ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Pioglitazone,dosage
tulu,Carvedilol ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Carvedilol,uses
en,Can Dapagliflozin cause any side effects?,Dapagliflozin,side_effects
en,Who should avoid Ramipril?,Ramipril,contraindications
kn,Acarbose ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Acarbose,uses
tulu,Enalapril ದೆಂದ್?,Enalapril,medicine_info
kn,Naproxen ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Naproxen,warnings
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Vildagliptin ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Vildagliptin,interactions
en,Can Losartan interact with other drugs?,Losartan,interactions
tulu,Metformin ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Metformin,dosage
kn,Empagliflozin ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Empagliflozin,medicine_info
tulu,Colchicine ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Colchicine,side_effects
tulu,ಯಾರೆ Telmisartan ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Telmisartan,contraindications
tulu,Methotrexate ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Methotrexate,side_effects
kn,Glimepiride ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Glimepiride,medicine_info
tulu,Telmisartan ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Telmisartan,warnings
en,What is Amlodipine?,Amlodipine,medicine_info
kn,Colchicine ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Colchicine,contraindications
kn,Diclofenac ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Diclofenac,dosage
tulu,Hydrochlorothiazide ದೆಂದ್?,Hydrochlorothiazide,medicine_info
kn,Telmisartan ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Telmisartan,uses
kn,Prednisolone ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Prednisolone,medicine_info
en,Who should avoid Colchicine?,Colchicine,contraindications
en,Can Insulin Glargine interact with other drugs?,Insulin Glargine,interactions
en,When should Losartan not be used?,Losartan,contraindications
en,Can Glipizide interact with other drugs?,Glipizide,interactions
kn,Ibuprofen ಎಂದರೇನು?,Ibuprofen,medicine_info
en,Are there any warnings about Metformin?,Metformin,warnings
en,Does Ramipril interact with other medicines?,Ramipril,interactions
kn,Telmisartan ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Telmisartan,warnings
kn,Empagliflozin ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Empagliflozin,contraindications
kn,Hydrochlorothiazide ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Hydrochlorothiazide,medicine_info
kn,Chlorthalidone ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Chlorthalidone,medicine_info
tulu,Naproxen ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Naproxen,dosage
kn,Ramipril ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Ramipril,uses
en,What is the dosage information for Metformin?,Metformin,dosage
kn,ಯಾವ ಔಷಧಿಗಳು Chlorthalidone ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Chlorthalidone,interactions
kn,Prednisolone ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Prednisolone,warnings
